algorithm,descriptors,training_set,word_embedding,top1,top2,top3,top4,top5,MRR,time,zeros
atm_0,atm,googleplay,fast,0.0,2.0,3.0,4.0,4.0,0.09814415309759028,12.660146236419678,941.0
craftdroid,union,empty,jaccard,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,2.6548614501953125,1005.0
craftdroid,intersection,empty,jaccard,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,1.6556155681610107,1005.0
craftdroid,craftdroid,empty,jaccard,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,3.674042224884033,1005.0
craftdroid,atm,empty,jaccard,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,2.1467137336730957,1005.0
custom,union,empty,jaccard,4.0,5.0,6.0,7.0,9.0,0.23546547094398246,5.763373851776123,0.0
custom,intersection,empty,jaccard,2.0,2.0,5.0,6.0,7.0,0.16569445463819418,6.354278326034546,896.0
custom,craftdroid,empty,jaccard,4.0,5.0,6.0,7.0,9.0,0.23546547094398246,5.778181791305542,0.0
custom,atm,empty,jaccard,2.0,2.0,5.0,6.0,7.0,0.16569445463819418,6.822134971618652,896.0
atm_0,union,empty,jaccard,0.0,3.0,3.0,6.0,7.0,0.13598090749494507,15.471263408660889,1919.0
atm_0,intersection,empty,jaccard,3.0,5.0,6.0,6.0,8.0,0.20252561145103742,2.657292366027832,10473.0
atm_0,craftdroid,empty,jaccard,0.0,3.0,3.0,6.0,7.0,0.13598090749494507,7.118436336517334,1919.0
atm_0,atm,empty,jaccard,3.0,5.0,6.0,6.0,8.0,0.20252561145103742,5.5663886070251465,10473.0
craftdroid,union,empty,edit_distance,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,14.87006664276123,81550.0
craftdroid,intersection,empty,edit_distance,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,6.237436056137085,40279.0
craftdroid,craftdroid,empty,edit_distance,1.0,1.0,2.0,2.0,2.0,0.049999999999999996,13.759466409683228,81550.0
craftdroid,atm,empty,edit_distance,0.0,1.0,2.0,2.0,2.0,0.03214285714285715,7.187230825424194,40279.0
custom,union,empty,edit_distance,1.0,2.0,4.0,5.0,6.0,0.13910180434278333,28.278865575790405,193342.0
custom,intersection,empty,edit_distance,2.0,5.0,6.0,9.0,9.0,0.18493814328412958,10.91085147857666,55163.0
custom,craftdroid,empty,edit_distance,1.0,2.0,4.0,5.0,6.0,0.13910180434278333,29.02087712287903,193342.0
custom,atm,empty,edit_distance,2.0,5.0,6.0,9.0,9.0,0.18493814328412958,10.292309284210205,55163.0
atm_0,union,empty,edit_distance,4.0,5.0,6.0,6.0,7.0,0.213496707709326,38.20845818519592,193342.0
atm_0,intersection,empty,edit_distance,0.0,3.0,4.0,5.0,6.0,0.12109534434894666,7.953401803970337,55163.0
atm_0,craftdroid,empty,edit_distance,4.0,5.0,6.0,6.0,7.0,0.213496707709326,32.153568744659424,193342.0
atm_0,atm,empty,edit_distance,0.0,3.0,4.0,5.0,6.0,0.12109534434894666,12.717284202575684,55163.0
